|¤|(war)à (ten)Ì{yR} (year)ìly.|War is made for ten years. (See <a href="12.html#measuring" title="Measuring">Measuring</a> for the inner consecutive of ‘year’.)|ten years’ war (gerund-like abstract noun)
|¤|(male)Ì (Lemizh)Ì{ar}.|Men have been made at something Lemizh [at a Lemizh place].|men of Lemaria
05Genitive kinship¤3||(father){Ì} (machine)è{e}.||the mechanic’s child
||(uncle){Ì} (bake)è{e}.||the baker’s uncle
||(uncle){è} (monarch)è{y}.||the king’s nephew
05Genitive brackets¤3||(male){ý} (teach)ì{y}.|a man, one having been taught; a learned man|a man of learning
|¤|(country){Ì} (Lemizh)àr{y}.|a country, Lemaria|the country of Lemaria
||(art){à} (ride)à{a}.|an art (gerund-like abstract noun), riding (ditto)|the art of riding
|¤|(cup){Ì} (fill)ì{y} (wine)Ìy.|a cup filled with wine (receiving use of a <a href="3.html#self-transporting" title="Self-transporting plot usage">verb of movement</a>)|a cup (full) of wine
05Genitive paraphrase||(coat){Ì} (sell)ý{y} (machine)èi.||the coat bought by the mechanic (receptive)
||(coat){Ì} (dress)ý{y} (steal)ìi.||the coat worn by the thief (receptive)
||(music){Ì} (create)ý{y} (Bach)Ìe.||music created by Bach
05Adjectives of possession¤3||(house)Ì (father)è{U}.|father’s house|the paternal house
05Adjectives of possession II¤3||(river)Ì (dam){Ù}y.||a dammed river, a river having a dam, an river with a dam
06Rule One¤4||(must)à (think)ày. => (think)a-(must)à.||He must think. He has to think.
06Rule Three¤4||(eat)a-(allow){àr} (sweet)Ì{y}.||a place where one may eat sweets; a place for eating sweets
||(run)a-(must){à} (fast)Ì{a}.||He has to run fast.
06From brackets¤4||(waiter)è (female)Ìe. <=> (female)Ì (waiter)èy. => (waiter)e(female)è.|a female waiter|waitress
06Nominal verbs|Here are some English verbs derived from nouns, and their translations as compounds:|||
||(move)à (shoulder)Ìi. <=> (shoulder)Ì (move)ìy. => (move)i(shoulder)à.|to move onto the shoulder-dat|to shoulder
||(give)à (skin)Ìy. <=> (skin)Ì (give)Ìy. => (give)y(skin)á (female)yì (apple)Ìe.|She takes the peel off an apple.|She peels an apple.
06Bahuvrihis||(red)Ì (throat)Ìy. => (throat)y(red){Ù}.|one having a red throat|redthroated, a redthroat
06Isms||(certain)à (split)à{y}. <=> (split)à (certain){Ì}a. => (certain){y}(split)ìl.|being convinced of splitting (into parts)|reductionism (non-gerund-like abstract noun)
||(certain)à (Epicurus)Ì{e}. <=> (Epicurus)Ì (certain){è}y. => (certain){e}(Epicurus)ì.|one convinced by Epicurus|Epicureanist
||(like)à (book)Ìi. <=> (book)Ì (like)ìy. => (like)i(book)è.|one liking books|bibliophile
06Other¤4|One final example:|||
||(cup)Ì (tea)Ì{Ul}. <=> (tea)Ì (cup){Ùl}y. => (cup){Ul}(tea)Ì.|a cup for tea|teacup
06Negators¤4||(not)à (hear)á{y} (Achilles)Ìi. => (hear)a(not)á (Achilles)Ìi.|The listening of Achilles is nonexistent. Achilles listening is nonexistent.|Achilles isn’t listening.
||(not)à (tree)Ì{y}. => (tree)y(not)Ù.|(<a href="<nonut>5</nonut><nut>3</nut>.html#possession_adj" title="Adjectives of possession">adjective of possession</a>)|treeless (not having trees)
||(not)à (tree)Ì{i}. => (tree)y(not)Ù.||treeless (having lost its trees)
06Negative adjectives||(not)à (wise){à}y. => (wise){a}(not)è.||unwise, an unwise one
||(not)à (wise){à}y. => (wise){a}(not)Ì.||unwise, an unwise deed
|>|(opposition)à (green){ìl}y. => (green){il}(opposition)Ì.|Green-ness is turned into the opposite. => the opposite of green|magenta
06Reversion¤4||(not)á (tortoise)yè (knot){ìl}i.|The tortoise makes the consequences of knot-making nonexistent.|The tortoise unknots [something]. The tortoise undoes a knot.
06Reversion II¤4||(opposition)à (knot)áy (tortoise)Ìe. => (knot)a(opposition)á (tortoise)Ìe.|The tortoise does the opposite of knot-making.|The tortoise unknots [something].
06Relative pronouns¤4||(speak)á {wìe}.|The sender of speaking is its recipient.|He is talking to himself.
06Relative pronouns II¤4|¤<id=reflexive>Reflexive:|||
|¤|(read)á {wì}e.|The sender of reading is its recipient.|He is reading (to himself).
|<id=n1s>First person singular:|||
||(run)á {vè}y.|The content of running is the sender of the parole.|I am running.
|<id=n1p>First person plural:|||
||(run)á {vèn}y.|...&nbsp;is the sender of the parole, among others.|We are running.
|<id=n2>Second person singular or plural:|||
||(run)á {vì}y.|...&nbsp;is the recipient of the parole.|You are running.
|Second person plural:|||
||(run)á {vìn}y.|...&nbsp;is the recipient of the parole, among others.|You (including others not present) are running.
|<id=possessive_adj>Possessive adjective:|||
||(run)á (tortoise)Ìy zè{U}.|The sender of the parole is the beneficiary of tortoise-making.|My tortoise is running.
|¤Vocative:|||
|¤|(speak)á veè (friend){è}i zì{e}.|The friend is the recipient of the parole. (bracket)|Friend, I am talking to you.
|¤<id=inner_agentive>‘Inner agentive’:|||
|¤|(teach)í{´} wìi.|(self-referential bracket)|an active student
|<id=type2>Examples of type II pronouns:|||
||(eat)á veì (sweet)Ì{y}. (like)à {fÌ}y.|The content of liking is the content of eating.|I am eating a sweet. I like it.
||(greet)á (Achilles)yè (tortoise)ynì (friend)èni {f}yì (crab)Ìe.|The recipient of being friends is the tortoise.|Achilles greets the tortoise and its friend, the crab.
06Reflexive vs. reciprocal||(speak)á (Achilles)ynè (tortoise)ynè (each){Ì}i vè{yn}.|They are speaking to the respective speakers. (verbose)|Achilles and the tortoise are talking to themselves.
||(speak)á (Achilles)ynè (tortoise)ynè {we(each)è}i.|They are speaking to the speakers, each respective one. (Note the change of the pronoun.)|
06Reflexive vs. reciprocal II||(speak)á (Achilles)ynè (tortoise)ynè {we(each)y(not)e}ì we(each)èy.|They are speaking to themselves (not respectively), about themselves (respectively).|Achilles and the tortoise are talking to each other about themselves.
||(walk)á wÌUr.|(They can’t walk towards themselves anyway.)|They walk towards each other.
06Partitive agent||(see)á{´} (tortoise)y{ùl ynì} (Achilles){ynì} (lizard)Ìe.|The tortoise and Achilles see the lizard; the tortoise as an agent.|The tortoise looks at and Achilles sees the lizard.
||(fear)á{´} (lizard)y{ùl ynèl} (poison){Ìnel} vulé (Achilles)Ìe.|The lizard (intentionally) and its venom (unintentionally) make Achilles afraid.|The lizard frightens Achilles because of its venom.
07Round numbers||(seven)Ì (16){ìl}y. => (16){il}(seven)Ì.|seven consequences of making sixteen individuals; seven sixteen-nesses|70<sub>hex</sub> = 112
||70Ì.|(written short form, pronounced the same as above)|
07Non-round numbers|This example shows a number as a nominative object:|||
||— (256)y{n}è (fifteen)Ì{n}e.||10F<sub>hex</sub> = 271
||— 10FÌe.||
07mà.-desorption||{(make)Ì} (256)ynÌ (fifteen)Ìny.||10F<sub>hex</sub> = 271
||10FÌ.||
07Larger||— (65536)il(16)ynè (256)ynè (fifteen)Ìne.|sixteen 65536-nesses (compounding works)|10,010F<sub>hex</sub> = 1,048,847
||— (65536)Ìne (16)y{n}ìl (three)y{n}íl (256)ynè (fifteen)Ìne.|sixteen and three 65536-nesses (no compounding)|13,010F<sub>hex</sub> = 1,245,455
07Really large||(exponentiate)Ì (two)Ì{e}. <=> (two)Ì (exponentiate){è}y. => (exponentiate){e}(two)Ì.||the second power of some number-dat
||(exponentiate)e(two)Ì (65536)Ì{i}. <=> (65536)Ì (exponentiate)e(two){ì}y. => (exponentiate)e(two){i}(65536)Ì.||the second power of 1,0000<sub>hex</sub> = 1,0000,0000<sub>hex</sub> = 4,294,967,296
||— (exponentiate)e(two)i(65536)Ìne (16)yíl (one)Ìne.||10,0000,0001<sub>hex</sub> = 68,719,476,737
07Fractions||(little)Ì (nine)Ìi. <=> (nine)Ì (little)ìy. => (little)i(nine)Ì.||1&frac;9
||(seven)Ì (little)i(nine)ìly.||7&frac;9
||(nine)Ì (little)i(256)ìly.||0.09<sub>hex</sub> = 9&frac;256 \u8776? 3.5%
||(eight)Ì (little)i(five)ìly.||1.9&recurr;<sub>hex</sub> = 1.6 = 8&frac;5
07Negative numbers||(opposition)Ì (twelve)ìly. => (twelve)il(opposition)Ì.|the opposite of twelve-ness<br>&minus;1 consequences of making twelve individuals|&minus;12
07Grouping numerals||(human)Ì (group){ì}y. <=> (group)Ì (human)Ì{i}.||grouped people <=> a group of people
||(three)Ì (group){ì}y. <=> (group)Ì (three)Ì{i}.||three grouped <=> a group of three
||(group)Ì (three)Ì{y}.||three groups
07Grouping numerals II|Sentences with a grouping numeral as main predicate:|||
||(sort)à (umbrella)u{ì} (colour)Ì{y}.|The umbrellas (tool noun) are sorted, and the sorts are coloured things.|He sorts the umbrellas by colour.
||(sort)à (umbrella)uì (black)y{n}Ì (green)Ì{n}y.||He sorts the umbrellas into black and green ones.
||(arrange)à (umbrella)uì (heavy)Ìy.||He sorts/arranges the umbrellas by weight.
07Weighting numerals||(queue)à (1/8)Ì{aR}. <=> (1/8)à (queue){àR}y. => (queue){aR}(1/8)à.||He hardly ever queues.
07Weighting and counting||(one)Ì (3/4)Ìy. => (3/4)y(one)Ì.||much, a large amount, much space or time, etc.
||(one)Ì (1/1)Ìy. => (1/1)y(one)Ì.||the whole (thing, amount, space, time, etc.)
||(3/4)Ì (several)Ìy{n}. <=> (several)Ì (3/4)Ì{n}y. => (3/4)y{n}(several)Ì.||many (individual) things, places or times, etc.
07Weighting and grouping||(1/4)Ì (group){Ì}y.|they are few / it is a little, and they are groups|<strong>ambiguous</strong>: a few groups; a small group (a bit, which is a group)
||(1/4)Ì (group){Ì}y{n}.||a few (of the) groups
||(1/4)Ì (group){ì}y. <=> (group)Ì (1/4)Ì{i}.||a few things grouped <=> a small group
||(1/4)Ì (group){ì}y{n}.|a few of the grouped things|a few / little of a group
07Zero|The ‘uninverted’ forms are omitted in the following examples since <lem>**(queue)à (not)ÌaR.</lem> would violate inversion ban.|||
||(not)à (queue){àR}y. => (queue){aR}(not)à.||He never queues.
||(not)à (queue){ì}y. => (queue){i}(not)à.||Nobody is queuing.
08Cardinal¤4||(room)Ì (three)Ìy.<nonut> <=> (three)Ì (room)Ìy.</nonut>|rooms, three individuals<nonut> (see <a href="5.html#bracket_in_bracket" title="Coordinations and brackets within brackets">bracket inversion</a> for word order)</nonut>|three rooms
|¤|(three)Ì (room)Ìy{n}.|three individuals from the set of rooms|three of the rooms
|¤>|(host)ì (1/4)Ìi. <=> (1/4)Ì (host)ìy.|guests (recipients of hosting), a few|few guests
|¤|(1/4)Ì (host)ìy{n}.|a few from the set of guests|a few of the guests
|¤>|(1/1)Ì (room)Ìy{n}.|everything from the set of rooms|all rooms
08Multiplicative||(sneeze){à} (two)Ì{a}.|sneezing, two individuals|She sneezes twice.
08Distributive||(each){Ì} (host)ì{y} (two)Ìi.|Each [pair] is two guests.|pairs of guests, two guests each
08Distributive compound||(each){Ì} (host)i{Ìn} (give)ì{y} (room)Ìy (one)Ìy.|Each of the guests is the recipient of giving one room.|
||<=> (give)à (each){Ì}i (host)i{ýn} (room)Ìy (one)Ìy.|Someone gives each of the guests one room. (verbose)|
||(give)à (host)i(each)iì (room)Ìy (one)Ìy.|Someone gives the guests – each of them – one room.|Each of the guests gets one room. The guests get one room each.
|>|(give)à (host)iì (room)Ìy (one)Ìy.|The guests are the addressees and one room is the content of giving.|The guests get one room [together].
08Adjectives of possession||(room)y(each)Ì (window)Ùy (two)Ìy.|Each of the rooms is the beneficiary of making two windows.|two-windowed room(s)
||(walk)y(each)Ì (four)Ìu.|Each of the walkers has four means of walking, i.e. legs (<a href="4.html#profession" title="Verbs of work and profession">tool noun</a>).|four-legged; quadruped(s)
||(group)y(each)Ì (seven)Ìi.|Each of the groups is made of seven individuals.|group(s) of seven
||(work)à (day)il(each)ÌoR.|Each of the days is an episode of working. (inverted in comparison to the previous examples)|days’ work
08Ordinal||(five){ìR}.|the temporal end point of making five individuals|the fifth
||(five){ìr}.|the spatial end point of making five individuals|
||(make)ìR (16)ynÌ (five)Ìny.|(<lem>(make)à.</lem>-desorption)|the twenty-first
08Ordinal II||(five)ìr (room)Ì{y}.||the fifth room
||(five)ìr (room)Ì{yn}.||the fifth of the rooms
||(two)ìR (meet)à{y}.|the second meeting|They met for the second time
|>|(five)ìr (room)Ì{ir}.||the fifth thing, a room
||(one)ìR (crystal)à{iR} (ice)Ìi.|the first thing, the making of ice crystals|At first, ice crystals form.
08Ordinal repetitive||(each)Ì (six)Ìy. <=> (six){ìr} (each)Ìy.||six each <=> every sixth
08Composite||(wall){Ì} (two)Ì{y}.||a twofold/double wall, two walls
||(sneeze){à} (two)Ì{a}.||a twofold/double sneeze. She sneezes twice.
08Composite II||(ensemble)Ì (two)Ì{i}. <=> (two)Ì (ensemble){ì}y. => (ensemble){i}(two)Ì.||an ensemble of two [things]
|>|(wall)Ì (ensemble)i(two){Ì}y.|a wall, an ensemble of two|a twofold wall
|¤|(wall)Ì (ensemble)i(two){ì}y.|walls, forming an ensemble of two; walls, two ensembled ones|a double wall
08Type||(sort)Ì (six)yÌ (snow)Ì{i}. <=> (six)Ì (sort)Ìy (snow)Ì{i}. => (sort)y(six)Ì (snow)Ì{i}.||six sorts of snow
08Counting||(one)à. (two)à. (three)à. —|making one individual, making two individuals, making three individuals, ...|one, two, three,&nbsp;...
08Numbering||(room)Ì <8>{Ù}y.|the room with an ‘8’|room (number) eight
08Digit sequences||<1,A51A662530–>Ì.||1.A51A662530...<sub>hex</sub> = 1.644934066848...
||(one)Ì. (point)Ì. (ten)Ì. (five)Ì. (one)Ì. (ten)Ì. —||
08Grammatical number¤4||(room)Ì (one)Ìy. <=> (one)Ì (room)Ìy. => (room)y{(one)}Ì.||a/the room
||(room)y{(several)}Ì.||(the) rooms
|¤|wi{(one)}ì.||you (singular)
08Collective nouns||(ensemble)Ì (tone)Ìi. <=> (tone)Ì (ensemble)ìy. => (ensemble)i(tone)Ì.|an ensemble of tones, of musical notes|melody
08Weighted nouns||(3/4)à (beautiful){ìl}y. => (beautiful){il}(3/4)Ì.|the beauty (abstract noun) is much|a real beauty (concrete noun)
||(1/4)à (dog){ìl}y. => (dog){il}(1/4)Ì.|the dog-ness (the consequence of dog-making) is a bit|a bit of a dog
||(1/1)à (secret){à}y. => (secret){a}(1/1)Ì.|the secrecy (the ‘making secret’) is complete|a complete secret
08Weighted actions||(1/1)à (want){à}y. => (want){a}(1/1)à.||want at all costs
||(1/4)à (speak){à}y. => (speak){a}(1/4)à.||speak a bit
||(1/8)à (live){à}y. => (live){a}(1/8)è.||hardly alive
||(not)à (live){à}y. => (live){a}(not)è.||dead
|>|(eat)à (1/1)Ì{y}. <=> (1/1)à (eat){Ì}y. => (eat){y}(1/1)à.|eat all|eat up
08Modified objects||(eat)à (vitamin)y-{(not)}ÌOl.|She eats it because of something that is not vitamins / because of non-vitamins.|She doesn’t eat it because of the <em>vitamins</em>.
||(eat)à (vitamin)yÒl (taste)y{(not)}ÌOl.|(coordination)|She eats it because of the <em>vitamins</em>, not the taste.
|Other modifiers and epenthetic cases also occur:|||
||(eat)à (vitamin)aR-(3/8)ÌOl.|The times of vitamin-making are 3&frac;8, i.e. she eats it because of something that is sometimes vitamins.|She sometimes eats it because of the <em>vitamins</em>.<br>She eats it, sometimes because of the vitamins.
08Modified pronoun||(give)à (this)y(not)Ìi.|He gave it not to this one.|He gave it to someone else.
||(drink)à (cup)Ìer (this)y(not)Ìy.||She is drinking from a different cup.
08Modified vs. partitive||(eat)à (vitamin)y{n}Òl (taste)Ì{n}Ol.||She partly eats it because of the vitamins, partly because of the taste.<br>She eats it because of the vitamins <em>and</em> the taste.
||(eat)à (3/4)Ì{n}Ol (vitamin)Ìy.|Much of the reason for eating is vitamins.|She mostly eats it because of the vitamins.<br>She eats it, mostly because of the vitamins.
08Fragmenting partitive||(see)à (group)ìe{n} (hotel)Ìy.|I see some of the things grouped to form a hotel.|I see part of the hotel.
||(see)à (group)y(hotel)ìe{n}.||I see a hotel-\part.
09Partitive||(twinkle)à (star)èen (this)y{é} (Seamus)Ìi.|The twinklers are thought to be taken from the set of these stars.<br>That which twinkles at Seamus is from the set of these stars.|Some [or possibly all] of <em>these</em> stars twinkle at Seamus.
||(rise)à (star)èy. (twinkle)à {fy}èn (Seamus)Ìi.|The twinklers are thought to be taken from the set of rising stars.|The stars are coming up. Some [or possibly all] of them twinkle at Seamus.
